time,signal,value
1778503044.374780,DCMP_Status.BDCDCConfigSettingsError,0
1778503044.374780,DCMP_Status.BDCDCXcpError,0
1778503044.374780,DCMP_Status.BDCDCHVError,0
1778503044.374780,DCMP_Status.BDCDCHVOcpError,0
1778503044.374780,DCMP_Status.BDCDCHVOvpError,0
1778503044.374780,DCMP_Status.BDCDCHVUvpError,0
1778503044.374780,DCMP_Status.BDCDCSROvpError,0
1778503044.374780,DCMP_Status.BDCDCSRUvpError,0
1778503044.374780,DCMP_Status.BDCDCLVAlimAuxError,0
1778503044.374780,DCMP_Status.BDCDCLV1Demanded,0
1778503044.374780,DCMP_Status.BDCDCLV1OvpError,0
1778503044.374780,DCMP_Status.BDCDCLV1UvpError,0
1778503044.374780,DCMP_Status.BDCDCLV1Warning,0
1778503044.374780,DCMP_Status.BDCDCLV2Demanded,0
1778503044.374780,DCMP_Status.BDCDCLV2OvpError,0
1778503044.374780,DCMP_Status.BDCDCLV2UvpError,0
1778503044.374780,DCMP_Status.BDCDCLV2Warning,0
1778503044.374780,DCMP_Status.BDCDCSR1OtpError,0
1778503044.374780,DCMP_Status.BDCDCSR2OtpError,0
1778503044.374780,DCMP_Status.BDCDCBB1OtpError,0
1778503044.374780,DCMP_Status.BDCDCBB2OtpError,0
1778503044.374780,DCMP_Status.BDCDCBB3OtpError,0
1778503044.374780,DCMP_Status.BDCDCBB4OtpError,0
1778503044.374780,DCMP_Status.BDCDCRcpWarning,0
1778503044.374780,DCMP_Status.BDCDCPowerDemanded,0
1778503044.374780,DCMP_Status.BDCDCUmbilicalDemanded,0
1778503044.374780,DCMP_Status.BDCDCRegenerationDemanded,0
1778503044.374780,DCMP_Status.BDCDCDischargeDemanded,0
1778503044.374780,DCMP_Status.NDCDCReleaseMode,3
1778503044.374780,DCMP_Value.VDCDCSRMin,2.2023666
1778503044.374780,DCMP_Value.VDCDCSRMax,2.3247203
1778503044.374780,DCMP_Value.VDCDCSRAverage,2.2023666
1778503044.374780,DCMP_Value.Multiplexer,0
1778503044.374780,DCMP_Value.TDCDCSR1Measured,5
1778503044.374780,DCMP_Value.TDCDCSR2Measured,4
1778503044.374780,DCMP_Value.TDCDCBB1Measured,5
1778503044.374780,DCMP_Value.TDCDCBB2Measured,5
1778503044.380924,DCMP_ValueAux.VDCDCAux1Measured,11.50781832
1778503044.380924,DCMP_ValueAux.VDCDCAux2Measured,5.028569
1778503044.380924,DCMP_ValueAux.VDCDCAux3Measured,3.357538142
1778503044.380924,DCMP_ValueAux.VDCDCAux4Measured,5.8795576
1778503044.380924,DCMP_ValueAux.VDCDCAux5Measured,1.6761901000000001
1778503044.380924,DCMP_ValueAux.NDCDCReserved,8738
1778503044.382934,DCMP_ValueLV1.VDCDCLV1Min,13.82597036
1778503044.382934,DCMP_ValueLV1.VDCDCLV1Max,13.85655879
1778503044.382934,DCMP_ValueLV1.VDCDCLV1Average,13.82597036
1778503044.382934,DCMP_ValueLV1.IDCDCLV1Average,0.0
1778503044.382934,DCMP_ValueLV1.IDCDCLV1UnBalance,0.0
1778503044.382934,DCMP_ValueLV1.NDCDCLV1OverloadCount,0
1778503044.382934,DCMP_ValueLV2.VDCDCLV2Min,0.42823802
1778503044.382934,DCMP_ValueLV2.VDCDCLV2Max,0.48941488
1778503044.382934,DCMP_ValueLV2.VDCDCLV2Average,0.45882645
1778503044.382934,DCMP_ValueLV2.IDCDCLV2Average,0.0
1778503044.382934,DCMP_ValueLV2.IDCDCLV2UnBalance,0.0
1778503044.382934,DCMP_ValueLV2.NDCDCLV2OverloadCount,0
1778503044.384442,DcdcNode3Status.NModuleState,Disabled
1778503044.384442,DcdcNode3Status.BSafetyDischargeRequested,0
1778503044.384442,DcdcNode3Status.BSwResetModuleRequested,0
1778503044.384442,DcdcNode3Status.BReadConfigAndSettingsRequested,0
1778503044.384442,DcdcNode3Status.BSyncStatus,0
1778503044.384442,DcdcNode3Status.BSafetyDischargeStatus,0
1778503044.384442,DcdcNode3Status.BEnableSignal,1
1778503044.384442,DcdcNode3Status.BFaultSignal,0
1778503044.384442,DcdcNode3Status.BSafetyDischargeEnabled,0
1778503044.384442,DcdcNode3Status.BAuxIsoEnabled,1
1778503044.384442,DcdcNode3Status.BCanTimeoutError,0
1778503044.384442,DcdcNode3Status.BAuxSupplyError,0
1778503044.384442,DcdcNode3Status.BConfigSettingsError,0
1778503044.384442,DcdcNode3Status.BInternalTemperatureError,0
1778503044.384442,DcdcNode3Status.BSyncRequested,0
1778503044.384442,DcdcNode3Status.BSyncInputSignal,1
1778503044.384442,DcdcNode3Status.NCellHwErrorFlags,0
1778503044.384442,DcdcNode3Status.BXcpError,0
1778503044.384442,DcdcNode3Status.NMultiplexer,0
1778503044.384442,DcdcNode3Status.NPath1State,Power Off
1778503044.384442,DcdcNode3Status.NPath1VoltageSideSelected,Side B
1778503044.384442,DcdcNode3Status.NPath1CurrentSideSelected,Side A
1778503044.384442,DcdcNode3Status.BPath1Requested,0
1778503044.384442,DcdcNode3Status.BPath1SideAOvpError,0
1778503044.384442,DcdcNode3Status.BPath1SideBOvpError,0
1778503044.384442,DcdcNode3Status.BPath1SideAUvpError,0
1778503044.384442,DcdcNode3Status.BPath1SideBUvpError,0
1778503044.384442,DcdcNode3Status.BPath1OtpError,0
1778503044.384442,DcdcNode3Status.BPath1OcpError,0
1778503044.384442,DcdcNode3Status.BPath1RcpWarning,0
1778503044.384442,DcdcNode3Status.IPath1Unbalance,0.0
1778503044.384442,DcdcNode3Status.BPath1ErrVAuxCell,0
